date,DayOfWeek,Month,Quarter,Year,DateKey
2010-10-31,Sunday,October,4,2010,20101031
2010-10-30,Saturday,October,4,2010,20101030
2010-10-29,Friday,October,4,2010,20101029
2010-10-28,Thursday,October,4,2010,20101028
2010-10-27,Wednesday,October,4,2010,20101027
2010-10-26,Tuesday,October,4,2010,20101026
2010-10-25,Monday,October,4,2010,20101025
2010-10-24,Sunday,October,4,2010,20101024
2010-10-23,Saturday,October,4,2010,20101023
2010-10-22,Friday,October,4,2010,20101022
2010-10-21,Thursday,October,4,2010,20101021
2010-10-20,Wednesday,October,4,2010,20101020
2010-10-19,Tuesday,October,4,2010,20101019
2010-10-18,Monday,October,4,2010,20101018
2010-10-17,Sunday,October,4,2010,20101017
2010-10-16,Saturday,October,4,2010,20101016
2010-10-15,Friday,October,4,2010,20101015
2010-10-14,Thursday,October,4,2010,20101014
2010-10-13,Wednesday,October,4,2010,20101013
2010-10-12,Tuesday,October,4,2010,20101012
2010-10-11,Monday,October,4,2010,20101011
2010-10-10,Sunday,October,4,2010,20101010
2010-10-09,Saturday,October,4,2010,20101009
2010-10-08,Friday,October,4,2010,20101008
2010-10-07,Thursday,October,4,2010,20101007
2010-10-06,Wednesday,October,4,2010,20101006
2010-10-05,Tuesday,October,4,2010,20101005
2010-10-04,Monday,October,4,2010,20101004
2010-10-03,Sunday,October,4,2010,20101003
2010-10-02,Saturday,October,4,2010,20101002
2010-10-01,Friday,October,4,2010,20101001
2011-10-31,Monday,October,4,2011,20111031
2011-10-30,Sunday,October,4,2011,20111030
2011-10-29,Saturday,October,4,2011,20111029
2011-10-28,Friday,October,4,2011,20111028
2011-10-27,Thursday,October,4,2011,20111027
2011-10-26,Wednesday,October,4,2011,20111026
2011-10-25,Tuesday,October,4,2011,20111025
2011-10-24,Monday,October,4,2011,20111024
2011-10-23,Sunday,October,4,2011,20111023
2011-10-22,Saturday,October,4,2011,20111022
2011-10-21,Friday,October,4,2011,20111021
2011-10-20,Thursday,October,4,2011,20111020
2011-10-19,Wednesday,October,4,2011,20111019
2011-10-18,Tuesday,October,4,2011,20111018
2011-10-17,Monday,October,4,2011,20111017
2011-10-16,Sunday,October,4,2011,20111016
2011-10-15,Saturday,October,4,2011,20111015
2011-10-14,Friday,October,4,2011,20111014
2011-10-13,Thursday,October,4,2011,20111013
2011-10-12,Wednesday,October,4,2011,20111012
2011-10-11,Tuesday,October,4,2011,20111011
2011-10-10,Monday,October,4,2011,20111010
2011-10-09,Sunday,October,4,2011,20111009
2011-10-08,Saturday,October,4,2011,20111008
2011-10-07,Friday,October,4,2011,20111007
2011-10-06,Thursday,October,4,2011,20111006
2011-10-05,Wednesday,October,4,2011,20111005
2011-10-04,Tuesday,October,4,2011,20111004
2011-10-03,Monday,October,4,2011,20111003
2011-10-02,Sunday,October,4,2011,20111002
2011-10-01,Saturday,October,4,2011,20111001
2012-10-31,Wednesday,October,4,2012,20121031
2012-10-30,Tuesday,October,4,2012,20121030
2012-10-29,Monday,October,4,2012,20121029
2012-10-28,Sunday,October,4,2012,20121028
2012-10-27,Saturday,October,4,2012,20121027
2012-10-26,Friday,October,4,2012,20121026
2012-10-25,Thursday,October,4,2012,20121025
2012-10-24,Wednesday,October,4,2012,20121024
2012-10-23,Tuesday,October,4,2012,20121023
2012-10-22,Monday,October,4,2012,20121022
2012-10-21,Sunday,October,4,2012,20121021
2012-10-20,Saturday,October,4,2012,20121020
2012-10-19,Friday,October,4,2012,20121019
2012-10-18,Thursday,October,4,2012,20121018
2012-10-17,Wednesday,October,4,2012,20121017
2012-10-16,Tuesday,October,4,2012,20121016
2012-10-15,Monday,October,4,2012,20121015
2012-10-14,Sunday,October,4,2012,20121014
2012-10-13,Saturday,October,4,2012,20121013
2012-10-12,Friday,October,4,2012,20121012
2012-10-11,Thursday,October,4,2012,20121011
2012-10-10,Wednesday,October,4,2012,20121010
2012-10-09,Tuesday,October,4,2012,20121009
2012-10-08,Monday,October,4,2012,20121008
2012-10-07,Sunday,October,4,2012,20121007
2012-10-06,Saturday,October,4,2012,20121006
2012-10-05,Friday,October,4,2012,20121005
2012-10-04,Thursday,October,4,2012,20121004
2012-10-03,Wednesday,October,4,2012,20121003
2012-10-02,Tuesday,October,4,2012,20121002
2012-10-01,Monday,October,4,2012,20121001
2013-10-31,Thursday,October,4,2013,20131031
2013-10-30,Wednesday,October,4,2013,20131030
2013-10-29,Tuesday,October,4,2013,20131029
2013-10-28,Monday,October,4,2013,20131028
2013-10-27,Sunday,October,4,2013,20131027
2013-10-26,Saturday,October,4,2013,20131026
2013-10-25,Friday,October,4,2013,20131025
2013-10-24,Thursday,October,4,2013,20131024
2013-10-23,Wednesday,October,4,2013,20131023
2013-10-22,Tuesday,October,4,2013,20131022
2013-10-21,Monday,October,4,2013,20131021
2013-10-20,Sunday,October,4,2013,20131020
2013-10-19,Saturday,October,4,2013,20131019
2013-10-18,Friday,October,4,2013,20131018
2013-10-17,Thursday,October,4,2013,20131017
2013-10-16,Wednesday,October,4,2013,20131016
2013-10-15,Tuesday,October,4,2013,20131015
2013-10-14,Monday,October,4,2013,20131014
2013-10-13,Sunday,October,4,2013,20131013
2013-10-12,Saturday,October,4,2013,20131012
2013-10-11,Friday,October,4,2013,20131011
2013-10-10,Thursday,October,4,2013,20131010
2013-10-09,Wednesday,October,4,2013,20131009
2013-10-08,Tuesday,October,4,2013,20131008
2013-10-07,Monday,October,4,2013,20131007
2013-10-06,Sunday,October,4,2013,20131006
2013-10-05,Saturday,October,4,2013,20131005
2013-10-04,Friday,October,4,2013,20131004
2013-10-03,Thursday,October,4,2013,20131003
2013-10-02,Wednesday,October,4,2013,20131002
2013-10-01,Tuesday,October,4,2013,20131001
2014-10-31,Friday,October,4,2014,20141031
2014-10-30,Thursday,October,4,2014,20141030
2014-10-29,Wednesday,October,4,2014,20141029
2014-10-28,Tuesday,October,4,2014,20141028
2014-10-27,Monday,October,4,2014,20141027
2014-10-26,Sunday,October,4,2014,20141026
2014-10-25,Saturday,October,4,2014,20141025
2014-10-24,Friday,October,4,2014,20141024
2014-10-23,Thursday,October,4,2014,20141023
2014-10-22,Wednesday,October,4,2014,20141022
2014-10-21,Tuesday,October,4,2014,20141021
2014-10-20,Monday,October,4,2014,20141020
2014-10-19,Sunday,October,4,2014,20141019
2014-10-18,Saturday,October,4,2014,20141018
2014-10-17,Friday,October,4,2014,20141017
2014-10-16,Thursday,October,4,2014,20141016
2014-10-15,Wednesday,October,4,2014,20141015
2014-10-14,Tuesday,October,4,2014,20141014
2014-10-13,Monday,October,4,2014,20141013
2014-10-12,Sunday,October,4,2014,20141012
2014-10-11,Saturday,October,4,2014,20141011
2014-10-10,Friday,October,4,2014,20141010
2014-10-09,Thursday,October,4,2014,20141009
2014-10-08,Wednesday,October,4,2014,20141008
2014-10-07,Tuesday,October,4,2014,20141007
2014-10-06,Monday,October,4,2014,20141006
2014-10-05,Sunday,October,4,2014,20141005
2014-10-04,Saturday,October,4,2014,20141004
2014-10-03,Friday,October,4,2014,20141003
2014-10-02,Thursday,October,4,2014,20141002
2014-10-01,Wednesday,October,4,2014,20141001
2015-10-31,Saturday,October,4,2015,20151031
2015-10-30,Friday,October,4,2015,20151030
2015-10-29,Thursday,October,4,2015,20151029
2015-10-28,Wednesday,October,4,2015,20151028
2015-10-27,Tuesday,October,4,2015,20151027
2015-10-26,Monday,October,4,2015,20151026
2015-10-25,Sunday,October,4,2015,20151025
2015-10-24,Saturday,October,4,2015,20151024
2015-10-23,Friday,October,4,2015,20151023
2015-10-22,Thursday,October,4,2015,20151022
2015-10-21,Wednesday,October,4,2015,20151021
2015-10-20,Tuesday,October,4,2015,20151020
2015-10-19,Monday,October,4,2015,20151019
2015-10-18,Sunday,October,4,2015,20151018
2015-10-17,Saturday,October,4,2015,20151017
2015-10-16,Friday,October,4,2015,20151016
2015-10-15,Thursday,October,4,2015,20151015
2015-10-14,Wednesday,October,4,2015,20151014
2015-10-13,Tuesday,October,4,2015,20151013
2015-10-12,Monday,October,4,2015,20151012
2015-10-11,Sunday,October,4,2015,20151011
2015-10-10,Saturday,October,4,2015,20151010
2015-10-09,Friday,October,4,2015,20151009
2015-10-08,Thursday,October,4,2015,20151008
2015-10-07,Wednesday,October,4,2015,20151007
2015-10-06,Tuesday,October,4,2015,20151006
2015-10-05,Monday,October,4,2015,20151005
2015-10-04,Sunday,October,4,2015,20151004
2015-10-03,Saturday,October,4,2015,20151003
2015-10-02,Friday,October,4,2015,20151002
2015-10-01,Thursday,October,4,2015,20151001
2016-10-31,Monday,October,4,2016,20161031
2016-10-30,Sunday,October,4,2016,20161030
2016-10-29,Saturday,October,4,2016,20161029
2016-10-28,Friday,October,4,2016,20161028
2016-10-27,Thursday,October,4,2016,20161027
2016-10-26,Wednesday,October,4,2016,20161026
2016-10-25,Tuesday,October,4,2016,20161025
2016-10-24,Monday,October,4,2016,20161024
2016-10-23,Sunday,October,4,2016,20161023
2016-10-22,Saturday,October,4,2016,20161022
2016-10-21,Friday,October,4,2016,20161021
2016-10-20,Thursday,October,4,2016,20161020
2016-10-19,Wednesday,October,4,2016,20161019
2016-10-18,Tuesday,October,4,2016,20161018
2016-10-17,Monday,October,4,2016,20161017
2016-10-16,Sunday,October,4,2016,20161016
2016-10-15,Saturday,October,4,2016,20161015
2016-10-14,Friday,October,4,2016,20161014
2016-10-13,Thursday,October,4,2016,20161013
2016-10-12,Wednesday,October,4,2016,20161012
2016-10-11,Tuesday,October,4,2016,20161011
2016-10-10,Monday,October,4,2016,20161010
2016-10-09,Sunday,October,4,2016,20161009
2016-10-08,Saturday,October,4,2016,20161008
2016-10-07,Friday,October,4,2016,20161007
2016-10-06,Thursday,October,4,2016,20161006
2016-10-05,Wednesday,October,4,2016,20161005
2016-10-04,Tuesday,October,4,2016,20161004
2016-10-03,Monday,October,4,2016,20161003
2016-10-02,Sunday,October,4,2016,20161002
2016-10-01,Saturday,October,4,2016,20161001
2009-10-31,Saturday,October,4,2009,20091031
2009-10-30,Friday,October,4,2009,20091030
2009-10-29,Thursday,October,4,2009,20091029
2009-10-28,Wednesday,October,4,2009,20091028
2009-10-27,Tuesday,October,4,2009,20091027
2009-10-26,Monday,October,4,2009,20091026
2009-10-25,Sunday,October,4,2009,20091025
2009-10-24,Saturday,October,4,2009,20091024
2009-10-23,Friday,October,4,2009,20091023
2009-10-22,Thursday,October,4,2009,20091022
2009-10-21,Wednesday,October,4,2009,20091021
2009-10-20,Tuesday,October,4,2009,20091020
2009-10-19,Monday,October,4,2009,20091019
2009-10-18,Sunday,October,4,2009,20091018
2009-10-17,Saturday,October,4,2009,20091017
2009-10-16,Friday,October,4,2009,20091016
2009-10-15,Thursday,October,4,2009,20091015
2009-10-14,Wednesday,October,4,2009,20091014
2009-10-13,Tuesday,October,4,2009,20091013
2009-10-12,Monday,October,4,2009,20091012
2009-10-11,Sunday,October,4,2009,20091011
2009-10-10,Saturday,October,4,2009,20091010
2009-10-09,Friday,October,4,2009,20091009
2009-10-08,Thursday,October,4,2009,20091008
2009-10-07,Wednesday,October,4,2009,20091007
2009-10-06,Tuesday,October,4,2009,20091006
2009-10-05,Monday,October,4,2009,20091005
2009-10-04,Sunday,October,4,2009,20091004
2009-10-03,Saturday,October,4,2009,20091003
2009-10-02,Friday,October,4,2009,20091002
2009-10-01,Thursday,October,4,2009,20091001
2010-01-31,Sunday,January,1,2010,20100131
2010-01-30,Saturday,January,1,2010,20100130
2010-01-29,Friday,January,1,2010,20100129
2010-01-28,Thursday,January,1,2010,20100128
2010-01-27,Wednesday,January,1,2010,20100127
2010-01-26,Tuesday,January,1,2010,20100126
2010-01-25,Monday,January,1,2010,20100125
2010-01-24,Sunday,January,1,2010,20100124
2010-01-23,Saturday,January,1,2010,20100123
2010-01-22,Friday,January,1,2010,20100122
2010-01-21,Thursday,January,1,2010,20100121
2010-01-20,Wednesday,January,1,2010,20100120
2010-01-19,Tuesday,January,1,2010,20100119
2010-01-18,Monday,January,1,2010,20100118
2010-01-17,Sunday,January,1,2010,20100117
2010-01-16,Saturday,January,1,2010,20100116
2010-01-15,Friday,January,1,2010,20100115
2010-01-14,Thursday,January,1,2010,20100114
2010-01-13,Wednesday,January,1,2010,20100113
2010-01-12,Tuesday,January,1,2010,20100112
2010-01-11,Monday,January,1,2010,20100111
2010-01-10,Sunday,January,1,2010,20100110
2010-01-09,Saturday,January,1,2010,20100109
2010-01-08,Friday,January,1,2010,20100108
2010-01-07,Thursday,January,1,2010,20100107
2010-01-06,Wednesday,January,1,2010,20100106
2010-01-05,Tuesday,January,1,2010,20100105
2010-01-04,Monday,January,1,2010,20100104
2010-01-03,Sunday,January,1,2010,20100103
2010-01-02,Saturday,January,1,2010,20100102
2010-01-01,Friday,January,1,2010,20100101
2011-01-31,Monday,January,1,2011,20110131
2011-01-30,Sunday,January,1,2011,20110130
2011-01-29,Saturday,January,1,2011,20110129
2011-01-28,Friday,January,1,2011,20110128
2011-01-27,Thursday,January,1,2011,20110127
2011-01-26,Wednesday,January,1,2011,20110126
2011-01-25,Tuesday,January,1,2011,20110125
2011-01-24,Monday,January,1,2011,20110124
2011-01-23,Sunday,January,1,2011,20110123
2011-01-22,Saturday,January,1,2011,20110122
2011-01-21,Friday,January,1,2011,20110121
2011-01-20,Thursday,January,1,2011,20110120
2011-01-19,Wednesday,January,1,2011,20110119
2011-01-18,Tuesday,January,1,2011,20110118
2011-01-17,Monday,January,1,2011,20110117
2011-01-16,Sunday,January,1,2011,20110116
2011-01-15,Saturday,January,1,2011,20110115
2011-01-14,Friday,January,1,2011,20110114
2011-01-13,Thursday,January,1,2011,20110113
2011-01-12,Wednesday,January,1,2011,20110112
2011-01-11,Tuesday,January,1,2011,20110111
2011-01-10,Monday,January,1,2011,20110110
2011-01-09,Sunday,January,1,2011,20110109
2011-01-08,Saturday,January,1,2011,20110108
2011-01-07,Friday,January,1,2011,20110107
2011-01-06,Thursday,January,1,2011,20110106
2011-01-05,Wednesday,January,1,2011,20110105
2011-01-04,Tuesday,January,1,2011,20110104
2011-01-03,Monday,January,1,2011,20110103
2011-01-02,Sunday,January,1,2011,20110102
2011-01-01,Saturday,January,1,2011,20110101
2010-11-30,Tuesday,November,4,2010,20101130
2010-11-29,Monday,November,4,2010,20101129
2010-11-28,Sunday,November,4,2010,20101128
2010-11-27,Saturday,November,4,2010,20101127
2010-11-26,Friday,November,4,2010,20101126
2010-11-25,Thursday,November,4,2010,20101125
2010-11-24,Wednesday,November,4,2010,20101124
2010-11-23,Tuesday,November,4,2010,20101123
2010-11-22,Monday,November,4,2010,20101122
2010-11-21,Sunday,November,4,2010,20101121
2010-11-20,Saturday,November,4,2010,20101120
2010-11-19,Friday,November,4,2010,20101119
2010-11-18,Thursday,November,4,2010,20101118
2010-11-17,Wednesday,November,4,2010,20101117
2010-11-16,Tuesday,November,4,2010,20101116
2010-11-15,Monday,November,4,2010,20101115
2010-11-14,Sunday,November,4,2010,20101114
2010-11-13,Saturday,November,4,2010,20101113
2010-11-12,Friday,November,4,2010,20101112
2010-11-11,Thursday,November,4,2010,20101111
2010-11-10,Wednesday,November,4,2010,20101110
2010-11-09,Tuesday,November,4,2010,20101109
2010-11-08,Monday,November,4,2010,20101108
2010-11-07,Sunday,November,4,2010,20101107
2010-11-06,Saturday,November,4,2010,20101106
2010-11-05,Friday,November,4,2010,20101105
2010-11-04,Thursday,November,4,2010,20101104
2010-11-03,Wednesday,November,4,2010,20101103
2010-11-02,Tuesday,November,4,2010,20101102
2010-11-01,Monday,November,4,2010,20101101
2011-11-30,Wednesday,November,4,2011,20111130
2011-11-29,Tuesday,November,4,2011,20111129
2011-11-28,Monday,November,4,2011,20111128
2011-11-27,Sunday,November,4,2011,20111127
2011-11-26,Saturday,November,4,2011,20111126
2011-11-25,Friday,November,4,2011,20111125
2011-11-24,Thursday,November,4,2011,20111124
2011-11-23,Wednesday,November,4,2011,20111123
2011-11-22,Tuesday,November,4,2011,20111122
2011-11-21,Monday,November,4,2011,20111121
2011-11-20,Sunday,November,4,2011,20111120
2011-11-19,Saturday,November,4,2011,20111119
2011-11-18,Friday,November,4,2011,20111118
2011-11-17,Thursday,November,4,2011,20111117
2011-11-16,Wednesday,November,4,2011,20111116
2011-11-15,Tuesday,November,4,2011,20111115
2011-11-14,Monday,November,4,2011,20111114
2011-11-13,Sunday,November,4,2011,20111113
2011-11-12,Saturday,November,4,2011,20111112
2011-11-11,Friday,November,4,2011,20111111
2011-11-10,Thursday,November,4,2011,20111110
2011-11-09,Wednesday,November,4,2011,20111109
2011-11-08,Tuesday,November,4,2011,20111108
2011-11-07,Monday,November,4,2011,20111107
2011-11-06,Sunday,November,4,2011,20111106
2011-11-05,Saturday,November,4,2011,20111105
2011-11-04,Friday,November,4,2011,20111104
2011-11-03,Thursday,November,4,2011,20111103
2011-11-02,Wednesday,November,4,2011,20111102
2011-11-01,Tuesday,November,4,2011,20111101
2012-11-30,Friday,November,4,2012,20121130
2012-11-29,Thursday,November,4,2012,20121129
2012-11-28,Wednesday,November,4,2012,20121128
2012-11-27,Tuesday,November,4,2012,20121127
2012-11-26,Monday,November,4,2012,20121126
2012-11-25,Sunday,November,4,2012,20121125
2012-11-24,Saturday,November,4,2012,20121124
2012-11-23,Friday,November,4,2012,20121123
2012-11-22,Thursday,November,4,2012,20121122
2012-11-21,Wednesday,November,4,2012,20121121
2012-11-20,Tuesday,November,4,2012,20121120
2012-11-19,Monday,November,4,2012,20121119
2012-11-18,Sunday,November,4,2012,20121118
2012-11-17,Saturday,November,4,2012,20121117
2012-11-16,Friday,November,4,2012,20121116
2012-11-15,Thursday,November,4,2012,20121115
2012-11-14,Wednesday,November,4,2012,20121114
2012-11-13,Tuesday,November,4,2012,20121113
2012-11-12,Monday,November,4,2012,20121112
2012-11-11,Sunday,November,4,2012,20121111
2012-11-10,Saturday,November,4,2012,20121110
2012-11-09,Friday,November,4,2012,20121109
2012-11-08,Thursday,November,4,2012,20121108
2012-11-07,Wednesday,November,4,2012,20121107
2012-11-06,Tuesday,November,4,2012,20121106
2012-11-05,Monday,November,4,2012,20121105
2012-11-04,Sunday,November,4,2012,20121104
2012-11-03,Saturday,November,4,2012,20121103
2012-11-02,Friday,November,4,2012,20121102
2012-11-01,Thursday,November,4,2012,20121101
2013-11-30,Saturday,November,4,2013,20131130
2013-11-29,Friday,November,4,2013,20131129
2013-11-28,Thursday,November,4,2013,20131128
2013-11-27,Wednesday,November,4,2013,20131127
2013-11-26,Tuesday,November,4,2013,20131126
2013-11-25,Monday,November,4,2013,20131125
2013-11-24,Sunday,November,4,2013,20131124
2013-11-23,Saturday,November,4,2013,20131123
2013-11-22,Friday,November,4,2013,20131122
2013-11-21,Thursday,November,4,2013,20131121
2013-11-20,Wednesday,November,4,2013,20131120
2013-11-19,Tuesday,November,4,2013,20131119
2013-11-18,Monday,November,4,2013,20131118
2013-11-17,Sunday,November,4,2013,20131117
2013-11-16,Saturday,November,4,2013,20131116
2013-11-15,Friday,November,4,2013,20131115
2013-11-14,Thursday,November,4,2013,20131114
2013-11-13,Wednesday,November,4,2013,20131113
2013-11-12,Tuesday,November,4,2013,20131112
2013-11-11,Monday,November,4,2013,20131111
2013-11-10,Sunday,November,4,2013,20131110
2013-11-09,Saturday,November,4,2013,20131109
2013-11-08,Friday,November,4,2013,20131108
2013-11-07,Thursday,November,4,2013,20131107
2013-11-06,Wednesday,November,4,2013,20131106
2013-11-05,Tuesday,November,4,2013,20131105
2013-11-04,Monday,November,4,2013,20131104
2013-11-03,Sunday,November,4,2013,20131103
2013-11-02,Saturday,November,4,2013,20131102
2013-11-01,Friday,November,4,2013,20131101
2014-11-30,Sunday,November,4,2014,20141130
2014-11-29,Saturday,November,4,2014,20141129
2014-11-28,Friday,November,4,2014,20141128
2014-11-27,Thursday,November,4,2014,20141127
2014-11-26,Wednesday,November,4,2014,20141126
2014-11-25,Tuesday,November,4,2014,20141125
2014-11-24,Monday,November,4,2014,20141124
2014-11-23,Sunday,November,4,2014,20141123
2014-11-22,Saturday,November,4,2014,20141122
2014-11-21,Friday,November,4,2014,20141121
2014-11-20,Thursday,November,4,2014,20141120
2014-11-19,Wednesday,November,4,2014,20141119
2014-11-18,Tuesday,November,4,2014,20141118
2014-11-17,Monday,November,4,2014,20141117
2014-11-16,Sunday,November,4,2014,20141116
2014-11-15,Saturday,November,4,2014,20141115
2014-11-14,Friday,November,4,2014,20141114
2014-11-13,Thursday,November,4,2014,20141113
2014-11-12,Wednesday,November,4,2014,20141112
2014-11-11,Tuesday,November,4,2014,20141111
2014-11-10,Monday,November,4,2014,20141110
2014-11-09,Sunday,November,4,2014,20141109
2014-11-08,Saturday,November,4,2014,20141108
2014-11-07,Friday,November,4,2014,20141107
2014-11-06,Thursday,November,4,2014,20141106
2014-11-05,Wednesday,November,4,2014,20141105
2014-11-04,Tuesday,November,4,2014,20141104
2014-11-03,Monday,November,4,2014,20141103
2014-11-02,Sunday,November,4,2014,20141102
2014-11-01,Saturday,November,4,2014,20141101
2015-11-30,Monday,November,4,2015,20151130
2015-11-29,Sunday,November,4,2015,20151129
2015-11-28,Saturday,November,4,2015,20151128
2015-11-27,Friday,November,4,2015,20151127
2015-11-26,Thursday,November,4,2015,20151126
2015-11-25,Wednesday,November,4,2015,20151125
2015-11-24,Tuesday,November,4,2015,20151124
2015-11-23,Monday,November,4,2015,20151123
2015-11-22,Sunday,November,4,2015,20151122
2015-11-21,Saturday,November,4,2015,20151121
2015-11-20,Friday,November,4,2015,20151120
2015-11-19,Thursday,November,4,2015,20151119
2015-11-18,Wednesday,November,4,2015,20151118
2015-11-17,Tuesday,November,4,2015,20151117
2015-11-16,Monday,November,4,2015,20151116
2015-11-15,Sunday,November,4,2015,20151115
2015-11-14,Saturday,November,4,2015,20151114
2015-11-13,Friday,November,4,2015,20151113
2015-11-12,Thursday,November,4,2015,20151112
2015-11-11,Wednesday,November,4,2015,20151111
2015-11-10,Tuesday,November,4,2015,20151110
2015-11-09,Monday,November,4,2015,20151109
2015-11-08,Sunday,November,4,2015,20151108
2015-11-07,Saturday,November,4,2015,20151107
2015-11-06,Friday,November,4,2015,20151106
2015-11-05,Thursday,November,4,2015,20151105
2015-11-04,Wednesday,November,4,2015,20151104
2015-11-03,Tuesday,November,4,2015,20151103
2015-11-02,Monday,November,4,2015,20151102
2015-11-01,Sunday,November,4,2015,20151101
2016-11-30,Wednesday,November,4,2016,20161130
2016-11-29,Tuesday,November,4,2016,20161129
2016-11-28,Monday,November,4,2016,20161128
2016-11-27,Sunday,November,4,2016,20161127
2016-11-26,Saturday,November,4,2016,20161126
2016-11-25,Friday,November,4,2016,20161125
2016-11-24,Thursday,November,4,2016,20161124
2016-11-23,Wednesday,November,4,2016,20161123
2016-11-22,Tuesday,November,4,2016,20161122
2016-11-21,Monday,November,4,2016,20161121
2016-11-20,Sunday,November,4,2016,20161120
2016-11-19,Saturday,November,4,2016,20161119
2016-11-18,Friday,November,4,2016,20161118
2016-11-17,Thursday,November,4,2016,20161117
2016-11-16,Wednesday,November,4,2016,20161116
2016-11-15,Tuesday,November,4,2016,20161115
2016-11-14,Monday,November,4,2016,20161114
2016-11-13,Sunday,November,4,2016,20161113
2016-11-12,Saturday,November,4,2016,20161112
2016-11-11,Friday,November,4,2016,20161111
2016-11-10,Thursday,November,4,2016,20161110
2016-11-09,Wednesday,November,4,2016,20161109
2016-11-08,Tuesday,November,4,2016,20161108
2016-11-07,Monday,November,4,2016,20161107
2016-11-06,Sunday,November,4,2016,20161106
2016-11-05,Saturday,November,4,2016,20161105
2016-11-04,Friday,November,4,2016,20161104
2016-11-03,Thursday,November,4,2016,20161103
2016-11-02,Wednesday,November,4,2016,20161102
2016-11-01,Tuesday,November,4,2016,20161101
2012-01-31,Tuesday,January,1,2012,20120131
2012-01-30,Monday,January,1,2012,20120130
2012-01-29,Sunday,January,1,2012,20120129
2012-01-28,Saturday,January,1,2012,20120128
2012-01-27,Friday,January,1,2012,20120127
2012-01-26,Thursday,January,1,2012,20120126
2012-01-25,Wednesday,January,1,2012,20120125
2012-01-24,Tuesday,January,1,2012,20120124
2012-01-23,Monday,January,1,2012,20120123
2012-01-22,Sunday,January,1,2012,20120122
2012-01-21,Saturday,January,1,2012,20120121
2012-01-20,Friday,January,1,2012,20120120
2012-01-19,Thursday,January,1,2012,20120119
2012-01-18,Wednesday,January,1,2012,20120118
2012-01-17,Tuesday,January,1,2012,20120117
2012-01-16,Monday,January,1,2012,20120116
2012-01-15,Sunday,January,1,2012,20120115
2012-01-14,Saturday,January,1,2012,20120114
2012-01-13,Friday,January,1,2012,20120113
2012-01-12,Thursday,January,1,2012,20120112
2012-01-11,Wednesday,January,1,2012,20120111
2012-01-10,Tuesday,January,1,2012,20120110
2012-01-09,Monday,January,1,2012,20120109
2012-01-08,Sunday,January,1,2012,20120108
2012-01-07,Saturday,January,1,2012,20120107
2012-01-06,Friday,January,1,2012,20120106
2012-01-05,Thursday,January,1,2012,20120105
2012-01-04,Wednesday,January,1,2012,20120104
2012-01-03,Tuesday,January,1,2012,20120103
2012-01-02,Monday,January,1,2012,20120102
2012-01-01,Sunday,January,1,2012,20120101
2013-01-31,Thursday,January,1,2013,20130131
2013-01-30,Wednesday,January,1,2013,20130130
2013-01-29,Tuesday,January,1,2013,20130129
2013-01-28,Monday,January,1,2013,20130128
2013-01-27,Sunday,January,1,2013,20130127
2013-01-26,Saturday,January,1,2013,20130126
2013-01-25,Friday,January,1,2013,20130125
2013-01-24,Thursday,January,1,2013,20130124
2013-01-23,Wednesday,January,1,2013,20130123
2013-01-22,Tuesday,January,1,2013,20130122
2013-01-21,Monday,January,1,2013,20130121
2013-01-20,Sunday,January,1,2013,20130120
2013-01-19,Saturday,January,1,2013,20130119
2013-01-18,Friday,January,1,2013,20130118
2013-01-17,Thursday,January,1,2013,20130117
2013-01-16,Wednesday,January,1,2013,20130116
2013-01-15,Tuesday,January,1,2013,20130115
2013-01-14,Monday,January,1,2013,20130114
2013-01-13,Sunday,January,1,2013,20130113
2013-01-12,Saturday,January,1,2013,20130112
2013-01-11,Friday,January,1,2013,20130111
2013-01-10,Thursday,January,1,2013,20130110
2013-01-09,Wednesday,January,1,2013,20130109
2013-01-08,Tuesday,January,1,2013,20130108
2013-01-07,Monday,January,1,2013,20130107
2013-01-06,Sunday,January,1,2013,20130106
2013-01-05,Saturday,January,1,2013,20130105
2013-01-04,Friday,January,1,2013,20130104
2013-01-03,Thursday,January,1,2013,20130103
2013-01-02,Wednesday,January,1,2013,20130102
2013-01-01,Tuesday,January,1,2013,20130101
2014-01-31,Friday,January,1,2014,20140131
2014-01-30,Thursday,January,1,2014,20140130
2014-01-29,Wednesday,January,1,2014,20140129
2014-01-28,Tuesday,January,1,2014,20140128
2014-01-27,Monday,January,1,2014,20140127
2014-01-26,Sunday,January,1,2014,20140126
2014-01-25,Saturday,January,1,2014,20140125
2014-01-24,Friday,January,1,2014,20140124
2014-01-23,Thursday,January,1,2014,20140123
2014-01-22,Wednesday,January,1,2014,20140122
2014-01-21,Tuesday,January,1,2014,20140121
2014-01-20,Monday,January,1,2014,20140120
2014-01-19,Sunday,January,1,2014,20140119
2014-01-18,Saturday,January,1,2014,20140118
2014-01-17,Friday,January,1,2014,20140117
2014-01-16,Thursday,January,1,2014,20140116
2014-01-15,Wednesday,January,1,2014,20140115
2014-01-14,Tuesday,January,1,2014,20140114
2014-01-13,Monday,January,1,2014,20140113
2014-01-12,Sunday,January,1,2014,20140112
2014-01-11,Saturday,January,1,2014,20140111
2014-01-10,Friday,January,1,2014,20140110
2014-01-09,Thursday,January,1,2014,20140109
2014-01-08,Wednesday,January,1,2014,20140108
2014-01-07,Tuesday,January,1,2014,20140107
